30
  1    1.00710 0.001 0
  2    0.95707 0.001 0
  3    0.99777 0.001 0
  4    0.97055 0.001 0
  5    0.97946 0.001 0
  6    0.98985 0.001 0
  7    0.99984 0.001 0
  8    0.98232 0.001 0
  9    1.02126 0.001 0
 10    0.96179 0.001 0
 11    0.95387 0.001 0
 12    1.02092 0.001 0
 13    0.99743 0.001 0
 14    1.04814 0.001 0
 15    1.01123 0.001 0
 16    1.00742 0.001 0
 17    1.00736 0.001 0
 18    0.96010 0.001 0
 19    1.01335 0.001 0
 20    0.99191 0.001 0
 21    0.96380 0.001 0
 22    0.96729 0.001 0
 23    0.95038 0.001 0
 24    0.97960 0.001 0
 25    0.98910 0.001 0
 26    1.00331 0.001 0
 27    1.03562 0.001 0
 28    0.95622 0.001 0
 29    0.96409 0.001 0
 30    0.95366 0.001 0
30
  1   -0.13349 0.001 0
  2   -0.14142 0.001 0
  3   -0.29361 0.001 0
  4   -0.18855 0.001 0
  5   -0.21070 0.001 0
  6   -0.24168 0.001 0
  7   -0.15166 0.001 0
  8   -0.27179 0.001 0
  9   -0.24402 0.001 0
 10   -0.20720 0.001 0
 11   -0.19479 0.001 0
 12   -0.14275 0.001 0
 13   -0.17325 0.001 0
 14   -0.06686 0.001 0
 15   -0.19344 0.001 0
 16   -0.15496 0.001 0
 17   -0.25578 0.001 0
 18    0.03719 0.001 0
 19   -0.00554 0.001 0
 20   -0.26035 0.001 0
 21   -0.02365 0.001 0
 22   -0.07485 0.001 0
 23    0.00143 0.001 0
 24    0.02054 0.001 0
 25   -0.02004 0.001 0
 26   -0.02600 0.001 0
 27   -0.14145 0.001 0
 28   -0.15994 0.001 0
 29   -0.10329 0.001 0
 30   -0.07402 0.001 0
30
  1    0.12942 0.001 0
  2    2.38527 0.001 0
  3    0.44840 0.001 0
  4    0.08339 0.001 0
  5    1.59179 0.001 0
  6    0.49603 0.001 0
  7    0.15870 0.001 0
  8   -0.08355 0.001 0
  9    1.43863 0.001 0
 10   -0.59625 0.001 0
 11    1.54954 0.001 0
 12   -0.24180 0.001 0
 13   -1.02171 0.001 0
 14   -1.07292 0.001 0
 15    0.05741 0.001 0
 16    1.20324 0.001 0
 17    1.88148 0.001 0
 18   -1.43946 0.001 0
 19    2.11531 0.001 0
 20    0.70545 0.001 0
 21   -1.20763 0.001 0
 22    0.23788 0.001 0
 23   -0.76771 0.001 0
 24    2.27486 0.001 0
 25    0.11225 0.001 0
 26   -1.00919 0.001 0
 27   -1.27599 0.001 0
 28   -0.09498 0.001 0
 29   -0.82703 0.001 0
 30    0.47907 0.001 0
30
  1    0.32342 0.001 0
  2    0.65855 0.001 0
  3    0.08018 0.001 0
  4   -0.03263 0.001 0
  5    0.17831 0.001 0
  6    0.18694 0.001 0
  7   -0.78594 0.001 0
  8   -0.64445 0.001 0
  9   -0.78653 0.001 0
 10    0.83979 0.001 0
 11    0.82325 0.001 0
 12   -0.80861 0.001 0
 13   -0.46038 0.001 0
 14    1.34940 0.001 0
 15    0.82935 0.001 0
 16   -0.97535 0.001 0
 17    0.09328 0.001 0
 18    1.29069 0.001 0
 19    0.80273 0.001 0
 20   -0.17839 0.001 0
 21    1.07252 0.001 0
 22    0.64743 0.001 0
 23    1.39502 0.001 0
 24    1.05200 0.001 0
 25   -0.79208 0.001 0
 26    0.26223 0.001 0
 27    0.83726 0.001 0
 28    1.10948 0.001 0
 29    0.95227 0.001 0
 30    0.96858 0.001 0
50
   1   2   -0.32582 0.001 0
   2   3    0.33155 0.001 0
   3   4   -0.32198 0.001 0
   4   5    1.79200 0.001 0
   5   6    1.96674 0.001 0
   6   7    0.14289 0.001 0
   7   8    0.06529 0.001 0
   8   9   -0.20699 0.001 0
   9  10   -0.65051 0.001 0
  10  11   -0.82707 0.001 0
  11  12   -0.71543 0.001 0
  12  13    1.84984 0.001 0
  13  14    1.10608 0.001 0
  14  15   -0.17334 0.001 0
  15  16    1.89614 0.001 0
  16  17   -0.82142 0.001 0
  17  18    1.71785 0.001 0
  18  19   -0.81148 0.001 0
  19  20   -0.07338 0.001 0
  20  21   -0.92454 0.001 0
  21  22    0.32245 0.001 0
  22  23    1.01176 0.001 0
  23  24    1.57122 0.001 0
  24  25    0.84458 0.001 0
  25  26   -0.90942 0.001 0
  26  27    0.43372 0.001 0
  27  28    1.79538 0.001 0
  28  29    0.95538 0.001 0
  29  30   -0.62256 0.001 0
   1   5    1.93305 0.001 0
   2   6   -0.98387 0.001 0
   3   7    1.87173 0.001 0
   4   8    0.95856 0.001 0
   5   9   -0.13809 0.001 0
   6  10    1.07244 0.001 0
   7  11    1.22685 0.001 0
   8  12    1.48684 0.001 0
   9  13    1.83495 0.001 0
  10  14    0.94263 0.001 0
  11  15    1.69618 0.001 0
  12  16   -0.38832 0.001 0
  13  17   -0.55755 0.001 0
  14  18    0.84214 0.001 0
  15  19    1.36101 0.001 0
  16  20    1.39411 0.001 0
  17  21    0.09792 0.001 0
  18  22    1.79377 0.001 0
  19  23    0.87011 0.001 0
  20  24   -0.65509 0.001 0
  21  25    1.62926 0.001 0
50
   1   2    0.36413 0.001 0
   2   3    0.17992 0.001 0
   3   4    0.62785 0.001 0
   4   5   -0.29075 0.001 0
   5   6    0.10407 0.001 0
   6   7   -0.03185 0.001 0
   7   8    0.91037 0.001 0
   8   9    0.94810 0.001 0
   9  10    0.23780 0.001 0
  10  11    0.56036 0.001 0
  11  12    0.06893 0.001 0
  12  13   -0.05662 0.001 0
  13  14    0.40531 0.001 0
  14  15   -0.00204 0.001 0
  15  16    0.88293 0.001 0
  16  17    0.57353 0.001 0
  17  18    0.74861 0.001 0
  18  19    0.75684 0.001 0
  19  20    0.79368 0.001 0
  20  21   -0.49219 0.001 0
  21  22    0.05375 0.001 0
  22  23   -0.01997 0.001 0
  23  24   -0.35014 0.001 0
  24  25    0.48522 0.001 0
  25  26    0.44374 0.001 0
  26  27    0.75694 0.001 0
  27  28   -0.09094 0.001 0
  28  29    0.82154 0.001 0
  29  30    0.26846 0.001 0
   1   5    0.79244 0.001 0
   2   6    0.96123 0.001 0
   3   7    0.70281 0.001 0
   4   8    0.69877 0.001 0
   5   9   -0.22110 0.001 0
   6  10    0.44659 0.001 0
   7  11    0.49998 0.001 0
   8  12    0.98519 0.001 0
   9  13    0.51346 0.001 0
  10  14    0.43659 0.001 0
  11  15    0.71740 0.001 0
  12  16    0.02395 0.001 0
  13  17    0.94377 0.001 0
  14  18   -0.37295 0.001 0
  15  19   -0.49746 0.001 0
  16  20    0.17857 0.001 0
  17  21    0.53248 0.001 0
  18  22   -0.16020 0.001 0
  19  23    0.91423 0.001 0
  20  24   -0.46955 0.001 0
  21  25    0.93511 0.001 0
5
   1   2    0.66326 0.004 0
   2   3    0.52434 0.004 0
   3   4    0.64726 0.004 0
   4   5    0.66925 0.004 0
   5   6    0.12011 0.004 0
0
