CASE25 IEEE-CDF-LIKE TEST CASE
BUS DATA FOLLOWS
   1                      3 1.000  -0.08                                                                     0.0000  0.0000
   2                      2 1.000  -0.16                                                                     0.0000  0.0000
   3                      1 0.988  -0.24                                                                     0.0000  0.0000
   4                      1 0.987  -0.32                                                                     0.0000  0.0000
   5                      1 0.986  -0.40                                                                     0.0000  0.0000
   6                      1 0.985  -0.48                                                                     0.0000  0.0000
   7                      1 0.984  -0.56                                                                     0.0000  0.0000
   8                      1 0.984  -0.64                                                                     0.0000  0.0000
   9                      1 0.983  -0.72                                                                     0.0000  0.0000
  10                      2 1.000  -0.80                                                                     0.0000  0.0000
  11                      1 0.981  -0.88                                                                     0.0000  0.0000
  12                      1 0.980  -0.96                                                                     0.0000  0.0000
  13                      1 0.980  -1.04                                                                     0.0000  0.0000
  14                      1 0.979  -1.12                                                                     0.0000  0.0000
  15                      1 0.978  -1.20                                                                     0.0000  0.0000
  16                      1 0.977  -1.28                                                                     0.0000  0.0000
  17                      1 0.976  -1.36                                                                     0.0000  0.0000
  18                      2 1.000  -1.44                                                                     0.0000  0.0000
  19                      1 0.975  -1.52                                                                     0.0000  0.0000
  20                      1 0.974  -1.60                                                                     0.0000  0.0000
  21                      1 0.973  -1.68                                                                     0.0000  0.0000
  22                      1 0.972  -1.76                                                                     0.0000  0.0000
  23                      1 0.972  -1.84                                                                     0.0000  0.0000
  24                      1 0.971  -1.92                                                                     0.0000  0.0000
  25                      1 0.970  -2.00                                                                     0.0000  0.0000
-999
BRANCH DATA FOLLOWS
   1    2              0.01600    0.05500   0.00000                           1.000
   2    3              0.02000    0.06500   0.00000                           1.000
   3    4              0.02400    0.07500   0.00000                           1.000
   4    5              0.02800    0.08500   0.00000                           1.000
   5    6              0.01200    0.09500   0.00000                           1.000
   6    7              0.01600    0.10500   0.00000                           1.000
   7    8              0.02000    0.04000   0.00000                           1.000
   8    9              0.02400    0.05000   0.00000                           1.000
   9   10              0.02800    0.06000   0.00000                           1.000
  10   11              0.01200    0.07000   0.00000                           1.000
  11   12              0.01600    0.08000   0.00000                           1.000
  12   13              0.02000    0.09000   0.00000                           1.000
  13   14              0.02400    0.10000   0.00000                           1.000
  14   15              0.02800    0.11000   0.00000                           1.000
  15   16              0.01200    0.04500   0.00000                           1.000
  16   17              0.01600    0.05500   0.00000                           1.000
  17   18              0.02000    0.06500   0.00000                           1.000
  18   19              0.02400    0.07500   0.00000                           1.000
  19   20              0.02800    0.08500   0.00000                           1.000
  20   21              0.01200    0.09500   0.00000                           1.000
  21   22              0.01600    0.10500   0.00000                           1.000
  22   23              0.02000    0.04000   0.00000                           1.000
  23   24              0.02400    0.05000   0.00000                           1.000
  24   25              0.02800    0.06000   0.00000                           1.000
   1    5              0.02200    0.07000   0.00000                           1.000
   2    6              0.02600    0.08000   0.01000                           1.000
   3    7              0.01000    0.09000   0.00000                           1.000
   4    8              0.01400    0.10000   0.01000                           1.000
   5    9              0.01800    0.11000   0.00000                           1.000
   6   10              0.02200    0.04500   0.01000                           1.000
   7   11              0.02600    0.05500   0.00000                           1.000
   8   12              0.01000    0.06500   0.01000                           1.000
   9   13              0.01400    0.07500   0.00000                           1.000
  10   14              0.01800    0.08500   0.01000                           1.000
  11   15              0.02200    0.09500   0.00000                           1.000
  12   16              0.02600    0.10500   0.01000                           1.000
  13   17              0.01000    0.04000   0.00000                           1.000
  14   18              0.01400    0.05000   0.01000                           1.000
  15   19              0.01800    0.06000   0.00000                           1.000
  16   20              0.02200    0.07000   0.01000                           1.000
-999
END OF DATA
